Date,Rainfall_mm,Humidity_pct,Temperature_C,Soil_Moisture,Wind_Speed_ms,Atmospheric_Pressure_kPa,Rainfall_3day,Flood_Risk_Index
2014-10-19,5.52,88.05,25.48,0.85,4.94,99.56,68.25,49.62
2014-10-20,13.42,89.1,25.61,0.85,3.5,99.58,38.49999999999999,44.45
2014-10-21,28.77,87.41,25.35,0.86,1.96,99.74,47.709999999999994,43.43
2014-10-22,29.41,83.94,26.14,0.88,2.0,99.77,71.6,46.32
2014-10-23,16.58,86.76,25.02,0.89,2.51,99.77,74.75999999999999,48.71
2014-10-24,11.24,83.55,26.04,0.89,1.8,99.66,57.22999999999999,45.14
2014-10-25,12.6,84.54,26.46,0.89,2.36,99.67,40.41999999999999,43.14
2014-10-26,8.19,81.23,26.73,0.89,1.58,99.78,32.02999999999999,39.08
2014-10-27,7.55,86.9,26.07,0.89,2.02,99.74,28.339999999999986,41.47
2014-10-28,14.32,89.08,25.84,0.89,2.72,99.65,30.059999999999988,43.8
2014-10-29,23.23,91.04,25.68,0.9,3.85,99.57,45.099999999999994,48.7
2014-10-30,35.32,90.59,25.29,0.91,3.42,99.56,72.86999999999998,53.14
2014-10-31,16.41,88.31,25.03,0.92,2.88,99.61,74.96,52.22
2014-11-01,9.14,83.14,25.91,0.92,2.52,99.67,60.86999999999999,47.11
2014-11-02,12.05,87.3,25.15,0.93,3.47,99.71,37.59999999999999,45.83
2014-11-03,14.83,89.24,25.0,0.93,3.55,99.73,36.01999999999999,46.27
2014-11-04,15.09,89.24,24.68,0.93,4.43,99.83,41.969999999999985,46.85
2014-11-05,6.08,84.7,25.42,0.93,4.25,99.87,35.999999999999986,43.55
2014-11-06,1.65,84.88,26.19,0.93,3.42,99.72,22.819999999999986,42.37
2014-11-07,0.02,72.82,26.48,0.92,1.47,99.68,7.749999999999986,33.75
2014-11-08,0.0,76.63,26.25,0.91,1.64,99.72,1.6699999999999857,33.74
2014-11-09,0.0,81.79,26.35,0.91,2.41,99.75,0.01999999999998579,35.83
2014-11-10,1.05,80.1,26.59,0.9,1.81,99.64,1.0499999999999858,35.46
2014-11-11,5.98,82.5,26.69,0.9,2.43,99.53,7.029999999999986,38.67
2014-11-12,8.89,84.7,26.3,0.9,2.46,99.46,15.919999999999987,41.6
2014-11-13,8.49,85.06,26.44,0.9,2.52,99.56,23.359999999999985,42.12
2014-11-14,10.23,81.92,26.9,0.9,1.93,99.66,27.609999999999985,40.29
2014-11-15,3.01,80.92,26.75,0.9,2.23,99.62,21.729999999999986,39.44
2014-11-16,8.27,84.1,26.38,0.89,3.19,99.55,21.509999999999984,41.44
2014-11-17,8.37,85.44,26.4,0.89,3.67,99.53,19.649999999999984,42.14
2014-11-18,10.32,84.58,25.82,0.89,3.68,99.62,26.959999999999987,42.18
2014-11-19,3.74,85.37,25.86,0.89,3.25,99.62,22.429999999999986,41.57
2014-11-20,10.79,88.46,25.99,0.9,2.79,99.51,24.849999999999987,44.36
2014-11-21,20.9,87.42,25.17,0.9,2.13,99.67,35.429999999999986,43.88
2014-11-22,14.42,88.46,25.27,0.91,2.2,99.66,46.109999999999985,46.54
2014-11-23,16.77,81.73,25.88,0.92,2.16,99.59,52.08999999999998,45.62
2014-11-24,9.85,84.4,25.9,0.92,3.63,99.47,41.039999999999985,46.81
2014-11-25,6.03,88.68,25.05,0.92,6.42,99.44,32.649999999999984,49.07
2014-11-26,11.23,90.37,25.49,0.92,6.95,99.22,27.109999999999985,51.05
2014-11-27,19.93,89.21,25.67,0.92,5.07,99.32,37.18999999999998,50.29
2014-11-28,19.03,90.23,24.87,0.94,4.28,99.52,50.18999999999998,51.5
2014-11-29,7.0,89.5,24.71,0.94,5.23,99.57,45.95999999999998,50.62
2014-11-30,5.77,89.41,24.48,0.94,3.79,99.48,31.799999999999986,48.34
2014-12-01,18.09,85.25,26.43,0.94,1.17,99.4,30.859999999999985,45.68
2014-12-02,27.05,86.45,26.68,0.94,2.19,99.54,50.90999999999998,48.71
2014-12-03,2.99,87.77,25.96,0.94,5.09,99.62,48.12999999999999,49.73
2014-12-04,0.05,83.99,24.97,0.94,3.85,99.76,30.089999999999986,43.45
2014-12-05,0.63,85.37,25.38,0.93,3.75,99.72,3.669999999999986,39.75
2014-12-06,7.88,86.36,26.01,0.93,3.89,99.64,8.559999999999986,41.68
2014-12-07,8.82,89.01,25.93,0.93,3.67,99.61,17.329999999999984,44.32
2014-12-08,5.65,85.62,26.18,0.93,2.71,99.65,22.349999999999987,42.81
2014-12-09,10.89,85.75,26.14,0.93,2.1,99.71,25.35999999999999,42.51
2014-12-10,17.0,86.14,25.97,0.93,1.54,99.69,33.53999999999999,43.82
2014-12-11,9.94,83.73,26.03,0.93,1.47,99.69,37.82999999999999,43.43
2014-12-12,11.13,85.24,25.69,0.94,1.53,99.73,38.06999999999999,44.23
2014-12-13,2.76,86.08,25.42,0.93,2.01,99.75,23.82999999999999,42.02
2014-12-14,3.81,80.37,26.34,0.93,2.67,99.73,17.69999999999999,39.16
2014-12-15,8.49,85.92,26.17,0.93,3.38,99.65,15.05999999999999,42.16
2014-12-16,5.79,84.05,26.74,0.92,3.02,99.6,18.08999999999999,41.64
2014-12-17,15.5,88.29,26.22,0.92,3.43,99.56,29.779999999999987,45.83
2014-12-18,12.08,87.12,26.13,0.93,3.28,99.6,33.36999999999999,45.91
2014-12-19,18.51,87.79,25.81,0.93,3.81,99.74,46.08999999999999,47.3
2014-12-20,11.15,91.23,24.99,0.94,6.05,99.69,41.73999999999999,50.13
2014-12-21,7.83,90.12,25.23,0.93,5.11,99.54,37.489999999999995,49.32
2014-12-22,18.4,90.46,25.28,0.94,4.35,99.51,37.37999999999998,49.71
2014-12-23,18.21,89.91,25.26,0.94,4.6,99.58,44.43999999999998,50.13
2014-12-24,38.45,90.3,25.66,0.95,4.8,99.68,75.05999999999999,54.8
2014-12-25,34.03,90.95,25.03,0.96,5.29,99.72,90.68999999999998,57.88
2014-12-26,40.93,90.83,24.39,0.97,6.02,99.61,113.41,63.14
2014-12-27,9.75,89.4,24.53,0.96,5.61,99.57,84.70999999999998,57.71
2014-12-28,5.87,91.53,24.98,0.96,5.42,99.54,56.54999999999998,54.34
2014-12-29,9.1,89.57,25.1,0.96,4.82,99.47,24.719999999999985,48.78
2014-12-30,0.31,88.04,25.28,0.96,3.24,99.4,15.279999999999985,46.38
2014-12-31,1.42,86.66,25.91,0.95,2.66,99.42,10.829999999999986,44.19
2015-01-01,1.33,84.08,25.57,0.94,3.39,99.58,3.059999999999984,40.51
2015-01-02,0.03,78.23,25.31,0.94,2.03,99.77,2.779999999999984,35.65
2015-01-03,0.02,75.03,25.97,0.93,1.81,99.83,1.3799999999999841,33.03
2015-01-04,0.17,79.44,26.26,0.92,1.91,99.77,0.21999999999998401,34.85
2015-01-05,1.22,82.84,26.01,0.91,3.11,99.71,1.409999999999984,37.21
2015-01-06,3.12,85.53,25.55,0.91,5.18,99.73,4.509999999999984,39.79
2015-01-07,0.13,80.28,25.06,0.9,4.08,99.78,4.469999999999984,36.12
2015-01-08,0.0,79.13,24.93,0.89,3.4,99.8,3.249999999999984,34.48
2015-01-09,0.0,79.52,24.76,0.89,4.01,99.89,0.12999999999998402,33.73
2015-01-10,0.0,80.93,24.08,0.88,5.58,99.87,0.0,34.9
2015-01-11,0.0,80.63,23.78,0.87,5.48,99.85,0.0,34.47
2015-01-12,0.0,78.79,23.71,0.86,5.24,99.82,0.0,33.38
2015-01-13,0.0,79.55,23.88,0.85,5.03,99.76,0.0,33.67
2015-01-14,0.01,80.48,24.55,0.85,3.25,99.75,0.009999999999984013,33.19
2015-01-15,0.06,82.71,24.98,0.84,3.3,99.76,0.069999999999984,33.67
2015-01-16,0.07,83.76,25.25,0.83,2.93,99.77,0.13999999999998403,33.41
2015-01-17,0.13,82.08,25.43,0.83,3.7,99.8,0.259999999999984,32.89
2015-01-18,0.03,84.39,25.03,0.82,5.41,99.82,0.22999999999998402,34.19
2015-01-19,0.01,82.28,24.73,0.81,5.0,99.8,0.16999999999998403,32.81
2015-01-20,0.0,81.23,24.62,0.8,4.69,99.95,0.039999999999984014,30.5
2015-01-21,0.0,81.7,24.37,0.8,5.04,100.07,0.009999999999984013,29.87
2015-01-22,0.04,80.15,24.7,0.79,3.91,100.04,0.039999999999984014,28.44
2015-01-23,0.97,81.41,25.1,0.78,3.24,99.84,1.009999999999984,30.02
2015-01-24,4.31,84.55,25.22,0.78,3.99,99.82,5.319999999999983,32.6
2015-01-25,0.98,82.71,25.26,0.78,4.49,99.93,6.259999999999984,31.31
2015-01-26,0.09,82.98,25.07,0.77,5.04,99.79,5.379999999999984,32.34
2015-01-27,0.08,79.59,25.44,0.76,3.9,99.7,1.149999999999984,29.95
2015-01-28,1.08,82.16,25.95,0.76,3.32,99.59,1.249999999999984,31.67
2015-01-29,10.88,85.93,25.91,0.75,4.22,99.66,12.039999999999985,34.44
2015-01-30,2.44,83.72,25.7,0.76,3.74,99.86,14.399999999999984,32.36
2015-01-31,0.19,82.14,25.15,0.75,4.86,99.87,13.509999999999986,31.64
2015-02-01,1.25,81.71,25.32,0.74,4.92,99.83,3.879999999999984,29.9
2015-02-02,1.92,85.46,25.15,0.74,6.09,99.84,3.359999999999984,31.95
2015-02-03,19.69,88.52,25.05,0.74,5.61,99.94,22.859999999999985,35.21
2015-02-04,2.24,85.53,25.69,0.75,5.03,99.91,23.849999999999987,34.46
2015-02-05,2.96,85.7,25.26,0.75,3.78,99.84,24.889999999999983,34.61
2015-02-06,4.81,83.85,25.67,0.75,3.88,99.82,10.009999999999986,31.71
2015-02-07,0.6,82.22,25.47,0.75,4.53,99.81,8.369999999999985,31.2
2015-02-08,0.23,82.37,25.42,0.74,5.26,99.74,5.6399999999999855,31.39
2015-02-09,13.54,86.52,25.44,0.74,4.42,99.68,14.369999999999985,34.57
2015-02-10,5.85,86.05,25.81,0.74,3.91,99.74,19.619999999999983,34.42
2015-02-11,8.39,82.68,25.86,0.74,4.12,99.71,27.779999999999987,34.63
2015-02-12,5.34,83.67,26.15,0.74,3.09,99.7,19.579999999999984,33.29
2015-02-13,6.33,85.02,26.06,0.74,2.26,99.75,20.059999999999988,33.07
2015-02-14,0.88,80.99,26.27,0.74,3.49,99.68,12.549999999999986,31.44
2015-02-15,0.0,74.01,24.41,0.73,4.14,99.68,7.209999999999986,27.57
2015-02-16,0.07,73.78,24.05,0.72,4.37,99.82,0.9499999999999857,25.01
2015-02-17,0.22,74.18,24.25,0.72,4.15,99.81,0.2899999999999858,25.04
2015-02-18,0.06,67.32,24.45,0.71,2.29,99.79,0.34999999999998577,20.89
2015-02-19,0.11,68.6,25.23,0.7,2.17,99.74,0.3899999999999858,21.37
2015-02-20,0.1,74.56,25.36,0.7,3.31,99.69,0.2699999999999858,24.91
2015-02-21,0.02,79.98,25.18,0.69,4.7,99.69,0.2299999999999858,27.53
2015-02-22,1.17,81.17,25.81,0.68,5.2,99.68,1.2899999999999858,28.13
2015-02-23,1.85,83.37,25.86,0.68,4.73,99.71,3.039999999999986,28.83
2015-02-24,3.34,85.02,26.12,0.67,2.28,99.64,6.359999999999985,28.89
2015-02-25,7.68,82.31,25.87,0.68,1.77,99.61,12.869999999999985,29.17
2015-02-26,6.51,82.8,25.93,0.68,1.76,99.56,17.529999999999987,30.52
2015-02-27,11.39,83.0,26.02,0.68,2.36,99.62,25.579999999999984,31.69
2015-02-28,4.93,78.75,26.66,0.68,1.58,99.61,22.829999999999984,29.12
2015-03-01,9.84,84.15,26.42,0.68,2.36,99.63,26.15999999999999,32.18
2015-03-02,9.57,83.81,26.63,0.69,2.01,99.72,24.339999999999986,31.23
2015-03-03,2.8,78.04,26.97,0.69,1.43,99.7,22.209999999999987,28.31
2015-03-04,8.44,82.8,26.67,0.69,3.36,99.73,20.809999999999985,30.89
2015-03-05,0.63,76.31,27.55,0.68,1.91,99.71,11.869999999999985,25.7
2015-03-06,0.88,76.63,27.42,0.68,2.02,99.78,9.949999999999985,25.01
2015-03-07,0.42,75.09,27.06,0.67,2.87,99.74,1.929999999999984,23.47
2015-03-08,0.65,74.19,26.54,0.66,1.99,99.84,1.949999999999984,21.35
2015-03-09,7.7,73.39,26.6,0.66,2.37,99.9,8.769999999999984,21.78
2015-03-10,1.06,73.2,26.34,0.66,3.6,99.86,9.409999999999984,22.8
2015-03-11,0.33,74.25,26.87,0.65,2.64,99.8,9.089999999999984,22.76
2015-03-12,7.04,79.28,27.01,0.65,3.28,99.74,8.429999999999984,25.64
2015-03-13,11.39,81.99,26.75,0.66,2.41,99.74,18.759999999999984,28.36
2015-03-14,7.6,78.5,26.52,0.66,2.05,99.86,26.029999999999987,26.82
2015-03-15,1.42,74.24,27.21,0.66,1.98,99.88,20.409999999999986,23.93
2015-03-16,1.6,76.53,27.41,0.65,1.78,99.85,10.619999999999983,23.08
2015-03-17,9.96,78.62,27.44,0.65,1.94,99.75,12.979999999999984,25.26
2015-03-18,1.23,74.29,26.61,0.65,2.05,99.69,12.789999999999985,23.96
2015-03-19,0.39,72.14,27.19,0.65,1.41,99.69,11.579999999999984,22.52
2015-03-20,0.2,71.16,27.01,0.64,1.41,99.76,1.819999999999984,19.56
2015-03-21,0.01,70.19,27.25,0.64,1.78,99.83,0.599999999999984,18.57
2015-03-22,0.01,73.39,27.09,0.63,1.94,99.78,0.21999999999998401,19.95
2015-03-23,0.02,74.48,27.56,0.62,1.83,99.68,0.039999999999984014,20.74
2015-03-24,0.04,71.91,27.49,0.62,1.72,99.61,0.06999999999998402,20.18
2015-03-25,0.03,68.76,27.32,0.61,1.67,99.68,0.08999999999998401,17.81
2015-03-26,1.64,70.42,27.93,0.61,1.19,99.73,1.709999999999984,18.09
2015-03-27,17.94,79.03,27.62,0.61,2.78,99.72,19.609999999999985,25.49
2015-03-28,6.83,75.59,27.71,0.62,1.57,99.68,26.409999999999982,25.21
2015-03-29,3.37,76.44,27.94,0.62,1.48,99.58,28.139999999999983,26.63
2015-03-30,9.71,80.69,27.42,0.62,1.39,99.59,19.909999999999986,27.01
2015-03-31,9.58,78.54,27.87,0.63,1.45,99.59,22.659999999999986,26.98
2015-04-01,15.82,83.99,27.38,0.63,1.97,99.61,35.109999999999985,31.36
2015-04-02,12.36,84.29,27.03,0.65,2.48,99.58,37.759999999999984,33.28
2015-04-03,4.14,85.23,27.01,0.65,2.81,99.47,32.319999999999986,33.92
2015-04-04,1.07,83.19,27.66,0.65,2.92,99.29,17.569999999999986,32.31
2015-04-05,0.38,81.01,27.99,0.64,2.43,99.33,5.589999999999984,28.49
2015-04-06,6.46,85.26,27.27,0.64,3.23,99.42,7.909999999999984,30.33
2015-04-07,14.53,86.23,26.99,0.64,2.88,99.47,21.369999999999983,32.24
2015-04-08,13.85,88.11,26.38,0.66,3.0,99.59,34.83999999999998,35.06
2015-04-09,2.37,77.13,27.62,0.66,2.09,99.61,30.749999999999982,29.1
2015-04-10,6.38,80.1,27.85,0.66,1.97,99.68,22.599999999999987,28.43
2015-04-11,5.39,82.56,27.65,0.66,2.01,99.73,14.139999999999983,27.75
2015-04-12,8.18,83.77,27.31,0.66,2.49,99.85,19.94999999999998,28.42
2015-04-13,27.19,74.83,27.45,0.68,1.27,99.82,40.759999999999984,28.34
2015-04-14,3.54,73.35,27.59,0.69,1.8,99.65,38.90999999999998,29.56
2015-04-15,13.85,82.5,27.09,0.69,2.27,99.65,44.579999999999984,34.58
2015-04-16,9.22,83.42,27.04,0.7,1.95,99.76,26.609999999999985,31.48
2015-04-17,6.03,83.56,27.1,0.7,3.08,99.69,29.099999999999984,33.13
2015-04-18,7.58,80.19,27.61,0.7,1.86,99.49,22.829999999999984,31.73
2015-04-19,11.68,78.49,28.2,0.7,1.67,99.45,25.289999999999985,31.63
2015-04-20,30.46,86.97,26.84,0.72,2.06,99.55,49.719999999999985,39.28
2015-04-21,21.41,86.12,26.38,0.75,4.78,99.6,63.54999999999998,43.41
2015-04-22,1.16,83.36,27.12,0.75,3.19,99.64,53.02999999999999,39.39
2015-04-23,2.89,84.65,27.32,0.74,2.92,99.66,25.459999999999987,34.88
2015-04-24,10.41,83.6,27.67,0.74,2.67,99.66,14.459999999999987,32.57
2015-04-25,11.21,83.35,27.35,0.75,2.46,99.6,24.509999999999987,34.85
2015-04-26,12.41,83.88,27.1,0.75,2.29,99.59,34.02999999999999,36.57
2015-04-27,7.14,83.23,27.48,0.76,2.65,99.64,30.759999999999987,35.97
2015-04-28,4.96,85.34,27.05,0.76,1.95,99.67,24.509999999999984,35.26
2015-04-29,8.43,85.49,27.18,0.76,2.55,99.63,20.529999999999987,35.36
2015-04-30,13.19,86.43,26.72,0.77,3.58,99.73,26.579999999999984,36.84
2015-05-01,4.17,85.35,27.11,0.77,3.01,99.68,25.789999999999985,36.37
2015-05-02,5.68,86.74,27.34,0.77,3.37,99.62,23.039999999999985,37.23
2015-05-03,7.68,82.78,27.84,0.78,2.71,99.57,17.529999999999987,35.17
2015-05-04,3.41,81.52,27.51,0.78,2.21,99.59,16.769999999999985,34.08
2015-05-05,2.72,83.32,27.19,0.78,1.98,99.53,13.809999999999986,34.76
2015-05-06,5.34,85.04,26.78,0.78,2.57,99.5,11.469999999999986,35.69
2015-05-07,14.54,86.37,26.77,0.78,3.97,99.59,22.599999999999987,38.0
2015-05-08,7.63,84.2,27.4,0.78,3.4,99.48,27.509999999999987,38.47
2015-05-09,9.9,88.88,27.15,0.79,3.72,99.39,32.069999999999986,42.52
2015-05-10,21.86,86.6,26.74,0.79,3.02,99.42,39.389999999999986,42.07
2015-05-11,22.37,89.16,26.28,0.82,3.69,99.47,54.12999999999998,46.69
2015-05-12,5.7,83.68,26.62,0.82,2.84,99.47,49.929999999999986,43.24
2015-05-13,3.92,87.23,26.49,0.82,3.48,99.43,31.989999999999988,42.61
2015-05-14,7.0,86.55,27.56,0.82,4.29,99.43,16.619999999999987,40.35
2015-05-15,3.89,87.18,27.58,0.82,4.6,99.53,14.809999999999986,39.66
2015-05-16,5.43,86.67,27.63,0.82,6.11,99.48,16.319999999999986,40.92
2015-05-17,7.94,84.78,27.73,0.82,6.08,99.45,17.259999999999987,40.5
2015-05-18,5.99,86.37,27.45,0.82,5.67,99.49,19.359999999999985,40.95
2015-05-19,7.29,86.14,27.46,0.82,5.54,99.59,21.219999999999985,40.23
2015-05-20,4.55,85.89,27.15,0.82,5.17,99.68,17.829999999999984,38.64
2015-05-21,3.25,88.16,26.91,0.82,6.63,99.71,15.089999999999986,39.71
2015-05-22,1.9,84.39,27.17,0.81,5.87,99.7,9.699999999999985,36.51
2015-05-23,1.36,85.92,27.2,0.81,6.46,99.67,6.509999999999986,37.23
2015-05-24,3.59,86.04,27.32,0.81,5.49,99.69,6.849999999999985,36.64
2015-05-25,1.59,87.51,27.3,0.8,4.7,99.66,6.539999999999985,36.62
2015-05-26,0.83,87.25,27.1,0.8,5.47,99.67,6.009999999999986,36.76
2015-05-27,0.31,86.76,27.26,0.8,4.85,99.59,2.7299999999999858,36.37
2015-05-28,0.56,87.76,27.5,0.79,4.49,99.44,1.6999999999999857,37.28
2015-05-29,0.95,88.0,27.51,0.79,4.99,99.46,1.8199999999999856,37.5
2015-05-30,2.73,88.75,27.39,0.79,4.4,99.53,4.239999999999986,37.29
2015-05-31,4.71,86.53,27.07,0.79,5.5,99.49,8.389999999999985,37.93
2015-06-01,4.68,87.86,26.71,0.79,5.59,99.45,12.119999999999983,39.46
2015-06-02,2.4,87.74,26.87,0.79,4.12,99.45,11.789999999999983,38.57
2015-06-03,3.31,88.08,27.28,0.78,4.06,99.34,10.389999999999985,38.96
2015-06-04,5.29,89.1,26.84,0.79,4.66,99.36,10.999999999999986,40.07
2015-06-05,17.77,91.25,26.41,0.79,5.15,99.45,26.369999999999983,42.9
2015-06-06,6.73,86.02,26.77,0.8,2.82,99.46,29.78999999999999,40.3
2015-06-07,2.68,88.23,27.11,0.8,4.03,99.45,27.179999999999986,41.57
2015-06-08,2.62,86.56,26.9,0.8,4.13,99.57,12.02999999999999,37.53
2015-06-09,2.8,82.58,26.89,0.79,4.89,99.59,8.099999999999989,35.04
2015-06-10,0.71,83.51,27.15,0.79,3.84,99.48,6.12999999999999,35.48
2015-06-11,7.21,87.55,27.12,0.78,5.31,99.47,10.719999999999988,38.37
2015-06-12,8.68,86.63,26.64,0.79,5.0,99.53,16.599999999999987,38.66
2015-06-13,0.99,87.97,26.78,0.79,4.46,99.48,16.879999999999985,39.4
2015-06-14,1.93,87.69,26.98,0.78,4.31,99.45,11.599999999999987,38.2
2015-06-15,6.74,88.56,26.8,0.78,4.71,99.46,9.659999999999988,38.39
2015-06-16,10.33,87.1,26.94,0.78,5.34,99.45,18.999999999999986,39.66
2015-06-17,2.93,84.98,27.1,0.79,4.92,99.37,19.99999999999999,39.79
2015-06-18,9.33,88.89,26.92,0.79,5.38,99.36,22.58999999999999,42.19
2015-06-19,8.6,90.81,27.03,0.79,5.7,99.44,20.859999999999985,42.23
2015-06-20,1.8,89.74,27.24,0.79,5.24,99.45,19.729999999999986,41.27
2015-06-21,0.99,86.49,27.23,0.79,5.71,99.52,11.389999999999986,38.25
2015-06-22,1.12,86.86,26.85,0.79,4.64,99.55,3.9099999999999877,36.4
2015-06-23,1.81,87.91,26.97,0.78,4.48,99.59,3.919999999999988,36.0
2015-06-24,1.11,86.42,27.14,0.78,4.76,99.7,4.039999999999988,34.61
2015-06-25,1.61,85.16,27.07,0.77,4.96,99.68,4.529999999999988,34.01
2015-06-26,4.88,87.23,27.07,0.77,5.69,99.62,7.599999999999987,36.27
2015-06-27,11.9,85.65,26.69,0.77,5.86,99.69,18.38999999999999,36.8
2015-06-28,7.45,86.58,26.62,0.78,5.04,99.77,24.22999999999999,37.42
2015-06-29,4.71,85.8,26.68,0.78,6.08,99.84,24.059999999999988,37.03
2015-06-30,1.38,84.43,26.87,0.78,4.81,99.77,13.539999999999988,34.7
2015-07-01,2.44,88.57,26.67,0.77,4.19,99.78,8.529999999999989,34.83
2015-07-02,1.75,88.47,26.74,0.77,4.32,99.79,5.56999999999999,34.31
2015-07-03,2.21,88.81,26.8,0.77,5.13,99.79,6.39999999999999,35.02
2015-07-04,1.42,84.91,27.1,0.76,6.34,99.77,5.379999999999989,33.61
2015-07-05,2.3,87.82,27.21,0.76,7.02,99.62,5.929999999999989,36.55
2015-07-06,0.91,88.83,27.01,0.76,7.25,99.55,4.629999999999989,37.49
2015-07-07,0.73,86.92,26.8,0.75,6.15,99.49,3.9399999999999893,36.06
2015-07-08,0.23,83.62,26.83,0.74,6.2,99.6,1.8699999999999894,33.01
2015-07-09,0.44,82.55,26.91,0.74,5.87,99.68,1.3999999999999893,31.63
2015-07-10,9.63,85.77,26.98,0.73,6.65,99.56,10.29999999999999,35.4
2015-07-11,5.88,87.01,26.64,0.74,6.21,99.56,15.949999999999989,37.0
2015-07-12,0.52,86.97,26.84,0.73,5.2,99.49,16.02999999999999,36.61
2015-07-13,0.72,85.9,26.98,0.73,6.07,99.43,7.1199999999999894,35.74
2015-07-14,3.13,88.06,26.89,0.72,7.14,99.38,4.3699999999999894,36.8
2015-07-15,7.14,89.67,26.3,0.72,7.25,99.36,10.98999999999999,38.74
2015-07-16,4.0,89.45,26.16,0.73,6.85,99.36,14.269999999999989,39.37
2015-07-17,2.97,86.14,26.27,0.73,6.77,99.43,14.109999999999989,37.31
2015-07-18,3.13,84.79,26.22,0.72,6.19,99.54,10.099999999999989,34.45
2015-07-19,1.37,87.55,26.26,0.72,5.79,99.49,7.46999999999999,35.41
2015-07-20,2.95,87.53,26.03,0.72,5.16,99.43,7.449999999999989,35.56
2015-07-21,5.02,88.78,26.39,0.72,5.01,99.48,9.33999999999999,35.89
2015-07-22,8.26,89.9,25.58,0.72,4.85,99.59,16.22999999999999,36.44
2015-07-23,4.34,89.28,25.3,0.72,4.56,99.7,17.61999999999999,35.31
2015-07-24,1.48,86.25,25.73,0.72,4.28,99.78,14.07999999999999,32.65
2015-07-25,1.01,85.89,26.02,0.72,4.71,99.73,6.829999999999989,32.01
2015-07-26,3.14,87.8,25.98,0.72,4.23,99.73,5.629999999999989,32.37
2015-07-27,0.64,88.05,26.12,0.72,3.06,99.71,4.789999999999989,31.88
2015-07-28,0.51,89.69,25.98,0.71,3.61,99.75,4.289999999999989,32.04
2015-07-29,1.43,87.72,26.17,0.71,4.27,99.74,2.5799999999999894,31.37
2015-07-30,0.49,85.83,26.21,0.71,4.59,99.75,2.429999999999989,30.64
2015-07-31,0.85,85.86,26.22,0.7,4.2,99.67,2.7699999999999894,30.74
2015-08-01,1.05,83.31,26.52,0.7,4.89,99.74,2.3899999999999895,29.39
2015-08-02,1.19,83.73,26.71,0.7,5.28,99.75,3.089999999999989,29.8
2015-08-03,2.76,85.02,26.45,0.69,5.45,99.75,4.999999999999989,30.32
2015-08-04,7.75,85.97,26.57,0.69,6.02,99.74,11.699999999999989,32.16
2015-08-05,5.86,83.23,26.04,0.69,6.22,99.78,16.36999999999999,31.51
2015-08-06,0.93,86.06,26.25,0.69,5.53,99.6,14.53999999999999,33.56
2015-08-07,0.81,84.74,26.92,0.69,5.86,99.54,7.599999999999991,32.59
2015-08-08,0.93,85.24,26.96,0.68,6.4,99.54,2.66999999999999,31.9
2015-08-09,3.69,88.74,26.57,0.68,7.28,99.39,5.429999999999991,35.55
2015-08-10,2.07,87.44,26.34,0.68,6.83,99.39,6.689999999999991,34.95
2015-08-11,1.99,86.88,26.28,0.68,6.4,99.54,7.74999999999999,33.39
2015-08-12,1.39,87.85,26.6,0.68,6.89,99.65,5.44999999999999,32.78
2015-08-13,0.63,86.67,26.51,0.67,5.38,99.55,4.009999999999991,31.65
2015-08-14,0.32,86.82,26.67,0.67,5.59,99.5,2.3399999999999905,31.99
2015-08-15,4.4,87.48,26.61,0.66,4.7,99.5,5.349999999999991,31.84
2015-08-16,10.9,90.11,26.0,0.67,3.51,99.57,15.61999999999999,33.76
2015-08-17,8.97,87.08,26.19,0.67,3.0,99.46,24.269999999999992,34.48
2015-08-18,8.44,88.41,25.88,0.68,4.06,99.53,28.309999999999988,36.08
2015-08-19,0.56,85.15,26.44,0.68,4.37,99.71,17.96999999999999,31.74
2015-08-20,0.83,85.24,26.46,0.67,4.61,99.78,9.829999999999991,29.61
2015-08-21,1.01,85.2,26.52,0.67,4.49,99.73,2.399999999999991,28.79
2015-08-22,1.73,86.2,26.64,0.67,5.02,99.67,3.569999999999991,30.18
2015-08-23,3.71,87.18,26.54,0.66,4.96,99.69,6.44999999999999,30.43
2015-08-24,5.61,84.76,26.52,0.66,5.52,99.71,11.049999999999992,30.26
2015-08-25,4.46,84.17,26.64,0.66,5.71,99.62,13.77999999999999,31.3
2015-08-26,4.32,86.9,26.49,0.66,5.46,99.56,14.389999999999993,32.92
2015-08-27,2.75,86.41,26.67,0.66,6.47,99.58,11.52999999999999,32.64
2015-08-28,12.48,86.05,26.55,0.67,6.05,99.68,19.54999999999999,33.1
2015-08-29,4.94,85.42,26.71,0.67,5.87,99.62,20.16999999999999,33.34
2015-08-30,4.85,85.8,26.81,0.67,6.36,99.65,22.26999999999999,33.84
2015-08-31,2.81,84.61,26.9,0.67,4.88,99.68,12.599999999999989,30.77
2015-09-01,1.75,87.68,26.77,0.66,5.8,99.57,9.40999999999999,32.57
2015-09-02,1.37,84.92,27.1,0.66,4.62,99.47,5.929999999999989,31.05
2015-09-03,20.73,87.72,26.87,0.66,4.87,99.53,23.84999999999999,34.68
2015-09-04,15.4,87.62,26.13,0.69,3.93,99.77,37.49999999999999,35.53
2015-09-05,6.76,86.93,26.14,0.69,4.43,99.87,42.88999999999999,35.52
2015-09-06,6.23,85.97,25.7,0.69,5.17,99.89,28.38999999999999,33.06
