Date,Rainfall_mm,Humidity_pct,Temperature_C,Soil_Moisture,Wind_Speed_ms,Atmospheric_Pressure_kPa
5/16/2004,2.21,78.23,27.73,0.53,7.59,99.49
5/17/2004,0.58,77.88,27.69,0.53,7.03,99.55
5/18/2004,4.76,81.64,27.38,0.53,7.15,99.57
5/19/2004,1.81,80.35,27.55,0.53,7.14,99.51
5/20/2004,13.67,81.38,27.13,0.52,7.01,99.57
5/21/2004,7.7,86.05,26.96,0.53,6.39,99.54
5/22/2004,4.11,86.7,26.96,0.54,6.34,99.49
5/23/2004,1.88,86.37,27.15,0.54,6.9,99.51
5/24/2004,1.41,83.54,27.09,0.53,5.89,99.63
5/25/2004,2.31,83.7,26.97,0.53,5.76,99.6
5/26/2004,11.61,88.06,26.71,0.53,5.98,99.58
5/27/2004,18.84,85.51,26.38,0.55,7.76,99.62
5/28/2004,6.39,85.56,26.38,0.55,6.11,99.57
5/29/2004,7.41,89.89,26.47,0.56,5.63,99.47
5/30/2004,6.61,89.26,26.21,0.56,5.15,99.5
5/31/2004,2.49,87.12,26.51,0.56,5.12,99.56
6/1/2004,2.84,87.93,26.68,0.56,5.21,99.59
6/2/2004,4.34,88.61,26.47,0.56,6.02,99.64
6/3/2004,5.37,87.82,26.37,0.56,6.56,99.62
6/4/2004,3.36,86.13,26.48,0.56,6.39,99.58
6/5/2004,2,83.09,26.59,0.56,7.17,99.57
6/6/2004,2.59,82.38,26.81,0.56,7.61,99.56
6/7/2004,10.44,84.81,26.28,0.56,6.63,99.62
6/8/2004,5.7,87.44,26.17,0.56,5.57,99.59
6/9/2004,7.28,86.34,25.68,0.56,5.78,99.69
6/10/2004,4.46,89.26,26.26,0.57,4.5,99.54
6/11/2004,14.04,87.79,26.55,0.57,4.35,99.4
6/12/2004,12.7,87.68,26.09,0.58,5.53,99.5
6/13/2004,5.45,88.83,26.55,0.59,5.35,99.48
6/14/2004,1.79,85.44,26.99,0.59,5.54,99.49
6/15/2004,0.69,87.66,26.9,0.58,3.96,99.55
6/16/2004,1.4,85.1,27.05,0.58,5.09,99.67
6/17/2004,8.08,86.44,27.04,0.58,6.29,99.62
6/18/2004,7.31,88.08,26.73,0.59,5.87,99.72
6/19/2004,0.87,84.33,26.71,0.59,5.66,99.67
6/20/2004,0.23,84.57,26.72,0.58,5.5,99.7
6/21/2004,0.03,81.61,26.99,0.58,5.43,99.83
6/22/2004,0.02,77.16,27.14,0.57,4.92,99.93
6/23/2004,0.06,77.7,27.02,0.57,5.28,99.73
6/24/2004,0.02,76.14,27.11,0.56,5.91,99.75
6/25/2004,0.25,77.87,27.1,0.55,5.48,99.76
6/26/2004,0.7,80.74,26.92,0.55,5.9,99.7
6/27/2004,1.21,80.58,26.82,0.55,6.03,99.72
6/28/2004,0.8,80.46,26.49,0.54,6.92,99.75
6/29/2004,1.13,79.54,26.89,0.54,7.86,99.72
6/30/2004,3.15,81.88,26.91,0.54,7.73,99.62
7/1/2004,2.87,84.1,26.67,0.54,7.63,99.61
7/2/2004,3.24,84.04,26.68,0.53,6.92,99.43
7/3/2004,2.92,84.73,26.66,0.53,7.19,99.34
7/4/2004,1.75,86.1,26.37,0.53,7.48,99.4
7/5/2004,2.58,81.99,26.19,0.53,6.42,99.41
7/6/2004,2.39,83.89,26.16,0.53,5.16,99.44
7/7/2004,6.6,87.47,25.52,0.53,5.64,99.43
7/8/2004,10.46,86.58,25.66,0.54,5.78,99.45
7/9/2004,5.37,84.95,26.08,0.54,6.07,99.5
7/10/2004,2.17,85.15,26.1,0.54,5.43,99.47
7/11/2004,3.11,88.01,25.62,0.54,5.31,99.51
7/12/2004,0.65,85.43,26,0.54,5.48,99.55
7/13/2004,0.37,83.35,26.26,0.54,5.66,99.57
7/14/2004,0.69,81.74,26.63,0.54,6.18,99.37
7/15/2004,1.13,82.63,26.69,0.53,7.4,99.39
7/16/2004,1.77,81.75,26.35,0.53,7.22,99.45
7/17/2004,1.51,83.5,26.33,0.53,5.64,99.49
7/18/2004,13.64,85.39,26.07,0.53,6.31,99.51
7/19/2004,5.81,85.82,25.59,0.54,6.29,99.48
7/20/2004,0.49,85.32,26.14,0.54,5.48,99.47
7/21/2004,0.24,86.1,26.19,0.54,5.93,99.52
7/22/2004,0.32,86.21,26.02,0.53,6.05,99.56
7/23/2004,0.61,86.07,26.04,0.53,6.52,99.55
7/24/2004,0.67,84.27,26.3,0.53,6.37,99.45
7/25/2004,0.4,83.32,26.34,0.53,6.83,99.43
7/26/2004,0.18,81.55,26.64,0.52,6.44,99.41
7/27/2004,0.52,82.54,26.46,0.52,6.71,99.43
7/28/2004,0.17,83.88,26.3,0.52,5.11,99.4
7/29/2004,0.94,85.67,25.99,0.51,5.74,99.51
7/30/2004,0.17,85.51,25.79,0.51,3.75,99.6
7/31/2004,0.02,81.83,26.64,0.51,4.6,99.62
8/1/2004,0.02,83.21,26.44,0.51,4.68,99.62
8/2/2004,0.09,82.33,26.49,0.5,6.17,99.49
8/3/2004,0.86,81.73,26.75,0.5,7.2,99.41
8/4/2004,3.64,82.58,26.63,0.5,7.4,99.39
8/5/2004,3.74,84.11,26.1,0.5,5.01,99.44
8/6/2004,3.6,86.02,26.22,0.5,5.45,99.52
8/7/2004,1.16,84.82,26.07,0.5,4.86,99.61
8/8/2004,0.94,85.67,26.27,0.5,4.71,99.69
8/9/2004,1.44,82.32,26.55,0.5,4.49,99.69
8/10/2004,0.89,79.88,26.93,0.5,5.4,99.68
8/11/2004,0.07,78.96,26.95,0.5,5.6,99.69
8/12/2004,0.09,76.54,27.11,0.49,5.7,99.71
8/13/2004,5.82,81.04,26.99,0.49,5.24,99.76
8/14/2004,15.48,86.33,26.37,0.5,5.51,99.77
8/15/2004,4.4,84.75,25.6,0.51,5.28,99.71
8/16/2004,2.81,84.09,26.6,0.51,6.45,99.58
8/17/2004,2.8,83.75,26.65,0.51,6.15,99.71
8/18/2004,3.3,85.38,25.99,0.51,5.72,99.82
8/19/2004,1.41,85.04,26.05,0.51,5.82,99.7
8/20/2004,0.56,83.1,26.28,0.51,6.26,99.53
8/21/2004,0.38,82.46,26.24,0.5,7.02,99.54
8/22/2004,0.2,80.96,26.6,0.5,5.91,99.59
8/23/2004,0.19,78.45,27.24,0.5,6.17,99.66
8/24/2004,0.71,80.49,26.98,0.5,6.05,99.68
8/25/2004,0.56,81.4,26.96,0.49,5.86,99.66
8/26/2004,0.11,80.01,26.92,0.49,6.26,99.56
8/27/2004,0.18,78.98,27.28,0.49,7.42,99.5
8/28/2004,0.26,79.76,26.8,0.49,7.25,99.52
8/29/2004,0.31,80.82,26.68,0.48,7.38,99.55
8/30/2004,1.24,81.08,26.67,0.48,7.19,99.55
8/31/2004,0.48,79.64,26.52,0.48,6.76,99.53
9/1/2004,0.05,79.45,26.58,0.48,5.22,99.37
9/2/2004,3.15,80.66,26.65,0.47,4.78,99.46
9/3/2004,2.71,81.36,26.49,0.48,4.68,99.59
9/4/2004,0.94,77.73,26.94,0.47,5.89,99.5
9/5/2004,1.42,77.23,26.97,0.47,7.36,99.43
9/6/2004,18.11,79.13,26.66,0.48,7.14,99.49
9/7/2004,18.31,84.36,25.99,0.5,5.56,99.59
9/8/2004,8.1,83.34,26.09,0.51,4.75,99.65
9/9/2004,0.48,80.99,26.17,0.51,4.49,99.64
9/10/2004,2.68,84.32,26.06,0.51,4.79,99.72
9/11/2004,5.62,86.53,25.97,0.51,5.04,99.66
9/12/2004,4.97,86.85,25.56,0.51,5.42,99.72
9/13/2004,1.29,86.21,25.68,0.51,4.5,99.82
9/14/2004,1.65,86.57,25.92,0.51,4.68,99.8
9/15/2004,3.33,86.63,26.13,0.51,5.38,99.64
9/16/2004,4.21,83.98,26.66,0.52,4.89,99.64
9/17/2004,6.04,86.92,26.42,0.52,6.03,99.64
9/18/2004,7.42,84.75,26.42,0.52,6.02,99.56
9/19/2004,9.06,86.62,26.23,0.53,6.63,99.52
9/20/2004,6.11,88.01,26.22,0.53,5.9,99.57
9/21/2004,8.05,87.66,26.12,0.53,5.88,99.57
9/22/2004,7.8,83.67,26.34,0.54,5,99.52
9/23/2004,14.61,85.02,26.15,0.54,4.6,99.48
9/24/2004,8.5,88.24,25.94,0.55,4.03,99.4
9/25/2004,28.82,90.34,25.69,0.57,5,99.44
9/26/2004,40.11,90.72,25.67,0.6,3.75,99.44
9/27/2004,17.9,90.89,25.22,0.63,6.06,99.43
9/28/2004,4.08,86.68,25.32,0.63,4.6,99.43
9/29/2004,0.62,85.18,26.1,0.63,3.04,99.56
9/30/2004,1.36,85.92,26.09,0.63,2.71,99.74
10/1/2004,10.46,85.42,26.04,0.63,3.48,99.8
10/2/2004,11,83.91,25.72,0.64,5.37,99.69
10/3/2004,4.29,83.35,25.96,0.64,6.76,99.7
10/4/2004,7.56,85.57,25.93,0.64,6.48,99.68
10/5/2004,2.61,86.82,26.29,0.64,5.63,99.62
10/6/2004,1.93,86.89,26.28,0.63,5.34,99.65
10/7/2004,1.27,88.41,26.19,0.63,5.21,99.65
10/8/2004,3.45,87.12,26.3,0.62,4.53,99.69
10/9/2004,4.47,88.15,26.04,0.62,4.35,99.76
10/10/2004,6.03,88.97,26.02,0.62,4.21,99.81
10/11/2004,12.42,90.4,25.98,0.63,4.61,99.79
10/12/2004,10.02,91.13,25.72,0.64,4.11,99.73
10/13/2004,5.17,89.93,25.7,0.64,3.28,99.79
10/14/2004,2.23,90.51,25.9,0.64,4.21,99.85
10/15/2004,1.45,87.07,25.69,0.64,4.46,99.81
10/16/2004,2.3,86.94,25.82,0.64,3.48,99.73
10/17/2004,9.07,88.04,26.16,0.64,2.46,99.66
10/18/2004,11.16,87.47,26.32,0.64,2.88,99.59
10/19/2004,5.87,83.11,26.1,0.65,1.93,99.59
10/20/2004,8.69,80.84,27.16,0.65,1.55,99.43
10/21/2004,16.07,83.9,27.01,0.66,1.56,99.5
10/22/2004,9.82,81.25,26.92,0.67,1.94,99.56
10/23/2004,16.45,84.1,26.66,0.68,1.86,99.52
10/24/2004,8.71,78.96,27.1,0.69,2.17,99.56
10/25/2004,8.25,83.48,26.64,0.69,2.9,99.56
10/26/2004,25.41,85.06,26.3,0.7,2.48,99.55
10/27/2004,15.5,84.63,26.21,0.71,3.41,99.54
10/28/2004,11.24,87.58,26.18,0.72,4.55,99.45
10/29/2004,7.12,86.68,25.65,0.73,4.15,99.55
10/30/2004,6.51,88.11,25.45,0.73,3.49,99.59
10/31/2004,8.48,88.88,25.66,0.74,3.01,99.53
11/1/2004,26.35,88.49,25.99,0.75,4.62,99.57
11/2/2004,5.98,83.76,26.5,0.76,4.09,99.62
11/3/2004,4.63,82.59,26.54,0.76,5.02,99.55
11/4/2004,5.55,86.69,26.02,0.75,5.76,99.49
11/5/2004,18.49,90.74,25.08,0.76,5.07,99.47
11/6/2004,8.85,86.41,25.84,0.77,2.72,99.52
11/7/2004,4.23,87.47,25.86,0.77,1.19,99.46
11/8/2004,10.28,87.62,25.79,0.77,2.89,99.47
11/9/2004,7.56,85.95,26.15,0.78,2.25,99.48
11/10/2004,7.15,87.69,26.23,0.78,1.62,99.51
11/11/2004,14.57,86.38,26.27,0.78,2.03,99.54
11/12/2004,12.5,84.11,26.4,0.79,1.52,99.68
11/13/2004,17.03,83.67,26.55,0.8,2.11,99.74
11/14/2004,5.2,88.93,26.11,0.81,4.49,99.64
11/15/2004,15.57,87.45,26.42,0.81,3.05,99.61
11/16/2004,3.73,85.52,25.82,0.82,4.57,99.64
11/17/2004,0.65,83.87,25.94,0.81,4.61,99.68
11/18/2004,0.1,82.39,25.81,0.8,5.46,99.7
11/19/2004,1.79,86.97,25.9,0.8,5.39,99.59
11/20/2004,6.17,86.26,26.5,0.8,4.6,99.58
11/21/2004,11.41,89.59,26.21,0.8,4.99,99.55
11/22/2004,22.06,88.71,26.2,0.81,2.68,99.52
11/23/2004,8.65,87.74,25.65,0.82,3.31,99.54
11/24/2004,7.59,85.1,26.11,0.82,3.89,99.48
11/25/2004,5.37,84.57,26.32,0.82,4.37,99.53
11/26/2004,5.1,85.27,25.83,0.82,4.5,99.6
11/27/2004,1.16,81.74,26.4,0.82,4.18,99.62
11/28/2004,9.52,85.51,26.3,0.82,5.45,99.71
11/29/2004,1.39,85.31,26.05,0.81,6.81,99.67
11/30/2004,4.95,85.58,26.27,0.81,6.07,99.6
12/1/2004,8.24,84.38,26.34,0.8,3.62,99.6
12/2/2004,4.58,85.88,26.26,0.8,4.2,99.74
12/3/2004,11.07,87.27,26.14,0.8,4.34,99.78
12/4/2004,3.35,84.63,26.31,0.8,3.34,99.71
12/5/2004,5.49,84.4,25.8,0.8,2.88,99.72
12/6/2004,0.64,83.22,24.85,0.8,5.6,99.82
12/7/2004,0.39,82.3,24.79,0.79,5.31,99.87
12/8/2004,3.41,86.94,25.85,0.79,4.48,99.71
12/9/2004,3.2,87.06,25.8,0.79,4.19,99.61
12/10/2004,0.62,83.82,25.43,0.79,6.15,99.64
12/11/2004,6.39,84.71,25.42,0.78,5.93,99.65
12/12/2004,27.97,89.11,25.61,0.79,6.43,99.64
12/13/2004,6.56,90.19,25.73,0.8,5.65,99.55
12/14/2004,7.3,90.45,25.58,0.8,4.29,99.44
12/15/2004,6.48,90.09,25.43,0.81,5.19,99.42
12/16/2004,25.27,87.83,25.11,0.81,6.35,99.54
12/17/2004,4.08,83.88,24.8,0.82,6.58,99.7
12/18/2004,0.01,85.76,24.41,0.81,5.05,99.74
12/19/2004,0,78.93,24.39,0.81,5.14,99.65
12/20/2004,0,74.84,23.69,0.8,4.38,99.59
12/21/2004,0,74.03,23.3,0.79,4.05,99.59
12/22/2004,0,78.42,23.05,0.79,3.73,99.6
12/23/2004,0.07,80.49,24.22,0.78,4.31,99.55
12/24/2004,1.53,81.41,24.61,0.77,3.51,99.61
12/25/2004,0.01,80.59,24.58,0.77,5.37,99.65
12/26/2004,0.6,84.89,25.05,0.76,5.23,99.57
12/27/2004,1.47,86.13,25.72,0.76,3.72,99.49
12/28/2004,2.2,83.93,25.36,0.75,5.91,99.53
12/29/2004,0.01,81.52,24.7,0.75,6,99.63
12/30/2004,2.48,86.39,25.53,0.74,4.7,99.59
12/31/2004,8.96,89.15,25.46,0.74,5.03,99.64
1/1/2005,5.36,87.48,25.02,0.75,4.42,99.75
1/2/2005,0.37,82.06,25.39,0.74,4.44,99.7
1/3/2005,0.01,83.19,24.75,0.74,4.29,99.68
1/4/2005,0.67,86.2,25.16,0.73,5.5,99.74
1/5/2005,1.25,83.49,25.57,0.73,5.95,99.76
1/6/2005,0.02,81.99,25.06,0.72,6.05,99.74
1/7/2005,0.17,82.24,24.88,0.72,5.82,99.69
1/8/2005,0.18,83.43,24.58,0.71,5.18,99.75
1/9/2005,0.28,81.07,24.82,0.71,6.32,99.69
1/10/2005,0.32,82.14,24.61,0.7,6.06,99.58
1/11/2005,0.07,80.43,24.53,0.69,4.65,99.64
1/12/2005,0.24,82.57,25.86,0.69,4.9,99.71
1/13/2005,0,82.33,24.08,0.68,5.16,99.72
1/14/2005,0,79,24.29,0.68,5.58,99.66
1/15/2005,0,79.36,24.7,0.67,5.52,99.64
1/16/2005,0,79.21,25.19,0.66,4.98,99.67
1/17/2005,1.32,83.23,25.7,0.66,4.55,99.66
1/18/2005,4.15,87.11,25.59,0.65,5.25,99.66
1/19/2005,4.48,88.25,26.32,0.66,5.46,99.6
1/20/2005,5.39,89.95,26.24,0.66,3.97,99.62
1/21/2005,4.5,85.44,26.2,0.66,3.54,99.8
1/22/2005,4.58,86.58,26.05,0.66,4.58,99.77
1/23/2005,4.46,85.76,26.39,0.66,3.43,99.65
1/24/2005,5.29,82.89,26.23,0.66,3.4,99.72
1/25/2005,0.22,80.51,25.51,0.65,4.53,99.68
1/26/2005,0,78.26,25.71,0.65,4.8,99.54
1/27/2005,0,75.45,25.38,0.64,2.63,99.54
1/28/2005,0.1,80.83,25.65,0.63,2.1,99.55
1/29/2005,22.13,82.45,25.75,0.64,2.37,99.51
1/30/2005,3.96,81.35,26.1,0.65,2.54,99.54
1/31/2005,15.09,82.91,26.24,0.65,1.36,99.64
2/1/2005,18.43,82.58,26.49,0.66,1.92,99.67
2/2/2005,3.2,86.34,25.93,0.66,3.8,99.68
2/3/2005,3.1,81.32,26.06,0.66,4.18,99.69
2/4/2005,0.03,79.11,25.53,0.66,5.02,99.72
2/5/2005,0,77.23,25.49,0.65,3.72,99.75
2/6/2005,0,76.57,25.11,0.64,4.71,99.78
2/7/2005,0.21,78.76,25.36,0.64,4.67,99.78
2/8/2005,0.49,80.39,25.86,0.63,6.06,99.76
2/9/2005,0.82,79.84,25.36,0.62,6.11,99.84
2/10/2005,0.06,78.61,25.49,0.62,5.64,99.87
2/11/2005,0,75.68,25.08,0.61,5.66,99.96
2/12/2005,0,77.12,24.67,0.6,5.3,99.87
2/13/2005,0.01,79.04,25.39,0.6,5.35,99.73
2/14/2005,0,78.14,25.42,0.59,4.6,99.62
2/15/2005,0,75.54,25.71,0.58,2.83,99.69
2/16/2005,0,77.18,25.84,0.58,2.1,99.68
2/17/2005,0,73.22,26.37,0.57,1.78,99.62
2/18/2005,0.07,70.17,26.35,0.57,1.47,99.65
2/19/2005,0.02,71.51,26.7,0.56,1.66,99.67
2/20/2005,1.86,77.64,26.65,0.56,1.75,99.71
2/21/2005,3.44,83.61,25.97,0.56,1.34,99.73
2/22/2005,1.1,80.33,26.43,0.56,1.81,99.78
2/23/2005,0.64,77.78,27.54,0.56,2.66,99.71
2/24/2005,0.24,76.33,27.4,0.55,4,99.64
2/25/2005,0.02,72.95,27.46,0.54,3.06,99.66
2/26/2005,0,71.73,26.69,0.54,2.61,99.77
2/27/2005,0,68.24,27.25,0.54,2.24,99.66
2/28/2005,0,70.35,27.76,0.53,2.32,99.61
3/1/2005,0,71.64,27.42,0.53,2.68,99.71
3/2/2005,0,71.87,27.91,0.52,1.97,99.88
3/3/2005,0.22,70.91,28.16,0.52,1.8,99.86
3/4/2005,3.1,77.26,27.92,0.51,1.85,99.94
3/5/2005,8.43,74.98,27.95,0.51,1.56,99.96
3/6/2005,8.89,75.35,27.9,0.52,1.18,99.95
3/7/2005,2.12,71.52,28.14,0.52,2.13,99.9
3/8/2005,1.17,69.7,27.92,0.52,2.04,99.96
3/9/2005,10.36,75.68,27.56,0.52,1.13,99.89
3/10/2005,12.1,76.1,27.69,0.53,1.91,99.78
3/11/2005,7.5,78.23,27.56,0.54,1.63,99.67
3/12/2005,1.43,80.54,27.22,0.54,1.73,99.67
3/13/2005,4.9,85.32,26.44,0.54,1.92,99.67
3/14/2005,1.27,73.25,27.58,0.54,1.55,99.61
3/15/2005,0.01,68.27,27.56,0.53,2.22,99.55
3/16/2005,0,66.42,27.22,0.53,2.28,99.59
3/17/2005,0.01,65.7,27.08,0.52,2.2,99.58
3/18/2005,0.48,70.43,27.83,0.52,2.4,99.54
3/19/2005,1.69,74.08,28.59,0.52,2.4,99.47
3/20/2005,3.18,74.3,28.16,0.51,2.07,99.56
3/21/2005,1.66,72.46,28.11,0.51,2.03,99.51
3/22/2005,2.64,77.41,27.72,0.51,2.36,99.46
3/23/2005,1.86,78.27,27.72,0.51,2.69,99.45
3/24/2005,0.93,77.48,28.33,0.51,3.12,99.45
3/25/2005,2.01,81.45,27.69,0.5,3.33,99.54
